id,rank,value,grade,category,year,type
Denver,49,C+,C+,11,2014,grade
Denver,48,C+,C+,12,2014,grade
Denver,24,B+,B+,22,2014,grade
Denver,19,A-,A-,23,2014,grade
Detroit,52,C,C,1,2014,grade
Detroit,56,C,C,2,2014,grade
Detroit,22,B+,B+,6,2014,grade
Detroit,36,B-,B-,7,2014,grade
Detroit,27,B+,B+,8,2014,grade
Detroit,36,B-,B-,9,2014,grade
Detroit,21,A-,A-,10,2014,grade
Detroit,23,B+,B+,11,2014,grade
Detroit,17,A-,A-,12,2014,grade
Detroit,47,C+,C+,22,2014,grade
Detroit,63,C-,C-,23,2014,grade
Durham,22,B+,B+,1,2014,grade
Durham,31,B,B,2,2014,grade
Durham,41,B-,B-,6,2014,grade
Durham,51,C,C,7,2014,grade
Durham,35,B,B,8,2014,grade
Durham,41,B-,B-,9,2014,grade
Durham,23,B+,B+,10,2014,grade
Durham,27,B+,B+,11,2014,grade
Durham,52,C,C,12,2014,grade
Durham,1,A+,A+,22,2014,grade
Durham,2,A+,A+,23,2014,grade
Fort Collins,24,B+,B+,1,2014,grade
Fort Collins,21,A-,A-,2,2014,grade
Fort Collins,14,A,A,6,2014,grade
Fort Collins,7,A+,A+,7,2014,grade
Fort Collins,12,A,A,8,2014,grade
Fort Collins,39,B-,B-,9,2014,grade
Fort Collins,7,A+,A+,10,2014,grade
Fort Collins,16,A-,A-,11,2014,grade
Fort Collins,16,A-,A-,12,2014,grade
Fort Collins,2,A+,A+,22,2014,grade
Fort Collins,41,B-,B-,23,2014,grade
Fort Lauderdale,64,D+,D+,1,2014,grade
Fort Lauderdale,66,D+,D+,2,2014,grade
Fort Lauderdale,32,B,B,6,2014,grade
Fort Lauderdale,24,B+,B+,7,2014,grade
Fort Lauderdale,25,B+,B+,8,2014,grade
Fort Lauderdale,20,A-,A-,9,2014,grade
Fort Lauderdale,47,C+,C+,10,2014,grade
Fort Lauderdale,41,B-,B-,11,2014,grade
Fort Lauderdale,45,C+,C+,12,2014,grade
Fort Lauderdale,39,B-,B-,22,2014,grade
Fort Lauderdale,37,B-,B-,23,2014,grade
Fort Worth,7,A+,A+,1,2014,grade
Fort Worth,19,A-,A-,2,2014,grade
Fort Worth,5,A+,A+,6,2014,grade
Fort Worth,4,A+,A+,7,2014,grade
Fort Worth,10,A,A,8,2014,grade
Fort Worth,2,A+,A+,9,2014,grade
Fort Worth,9,A,A,10,2014,grade
Fort Worth,11,A,A,11,2014,grade
Fort Worth,8,A,A,12,2014,grade
Fort Worth,67,D+,D+,22,2014,grade
Fort Worth,24,B+,B+,23,2014,grade
Frederick,58,C-,C-,1,2014,grade
Frederick,71,D,D,2,2014,grade
Frederick,67,D+,D+,6,2014,grade
Frederick,31,B,B,7,2014,grade
Frederick,67,D+,D+,8,2014,grade
Frederick,57,C-,C-,9,2014,grade
Frederick,81,F,F,10,2014,grade
Frederick,70,D,D,11,2014,grade
Frederick,39,B-,B-,12,2014,grade
Frederick,41,B-,B-,22,2014,grade
Frederick,32,B,B,23,2014,grade
Greenville,33,B,B,1,2014,grade
Greenville,49,C+,C+,2,2014,grade
Greenville,9,A,A,6,2014,grade
Greenville,14,A,A,7,2014,grade
Greenville,7,A+,A+,8,2014,grade
Greenville,7,A+,A+,9,2014,grade
Greenville,11,A,A,10,2014,grade
Greenville,8,A,A,11,2014,grade
Greenville,7,A+,A+,12,2014,grade
Greenville,80,F,F,22,2014,grade
Greenville,70,D,D,23,2014,grade
Hartford,69,D+,D+,1,2014,grade
Hartford,60,C-,C-,2,2014,grade
Hartford,80,F,F,6,2014,grade
Hartford,77,F,F,7,2014,grade
Hartford,75,D,D,8,2014,grade
Hartford,79,F,F,9,2014,grade
Hartford,78,F,F,10,2014,grade
Hartford,80,F,F,11,2014,grade
Hartford,78,F,F,12,2014,grade
Hartford,76,F,F,22,2014,grade
Hartford,74,D,D,23,2014,grade
Houston,3,A+,A+,1,2014,grade
Houston,2,A+,A+,2,2014,grade
Houston,3,A+,A+,6,2014,grade
Houston,16,A-,A-,7,2014,grade
Houston,4,A+,A+,8,2014,grade
Houston,8,A,A,9,2014,grade
Houston,8,A,A,10,2014,grade
Houston,4,A+,A+,11,2014,grade
Houston,2,A+,A+,12,2014,grade
Houston,3,A+,A+,22,2014,grade
Houston,17,A-,A-,23,2014,grade
Indianapolis,35,B,B,1,2014,grade
Indianapolis,25,B+,B+,2,2014,grade
Indianapolis,31,B,B,6,2014,grade
Indianapolis,15,A-,A-,7,2014,grade
Indianapolis,15,A-,A-,8,2014,grade
Indianapolis,23,B+,B+,9,2014,grade
Indianapolis,39,B-,B-,10,2014,grade
Indianapolis,46,C+,C+,11,2014,grade
Indianapolis,64,D+,D+,12,2014,grade
Indianapolis,71,D,D,22,2014,grade
Indianapolis,69,D+,D+,23,2014,grade
Jacksonville,36,B-,B-,1,2014,grade
Jacksonville,20,A-,A-,2,2014,grade
Jacksonville,34,B,B,6,2014,grade
Jacksonville,68,D+,D+,7,2014,grade
Jacksonville,33,B,B,8,2014,grade
Jacksonville,16,A-,A-,9,2014,grade
Jacksonville,29,B,B,10,2014,grade
Jacksonville,36,B-,B-,11,2014,grade
Jacksonville,29,B,B,12,2014,grade
Jacksonville,48,C+,C+,22,2014,grade
Jacksonville,46,C+,C+,23,2014,grade
Kansas City,29,B,B,1,2014,grade
Kansas City,29,B,B,2,2014,grade
Kansas City,26,B+,B+,6,2014,grade
Kansas City,40,B-,B-,7,2014,grade
Kansas City,39,B-,B-,8,2014,grade
Kansas City,37,B-,B-,9,2014,grade
Kansas City,25,B+,B+,10,2014,grade
Kansas City,20,A-,A-,11,2014,grade
Kansas City,13,A,A,12,2014,grade
Kansas City,29,B,B,22,2014,grade
Kansas City,57,C-,C-,23,2014,grade
Las Vegas,37,B-,B-,1,2014,grade
Las Vegas,33,B,B,2,2014,grade
Las Vegas,23,B+,B+,6,2014,grade
Las Vegas,47,C+,C+,7,2014,grade
Las Vegas,31,B,B,8,2014,grade
Las Vegas,13,A,A,9,2014,grade
Las Vegas,31,B,B,10,2014,grade
Las Vegas,18,A-,A-,11,2014,grade
Las Vegas,22,B+,B+,12,2014,grade
Las Vegas,14,A,A,22,2014,grade
Las Vegas,43,C+,C+,23,2014,grade
Lawrence,23,B+,B+,1,2014,grade
Lawrence,45,C+,C+,2,2014,grade
Lawrence,72,D,D,6,2014,grade
Lawrence,70,D,D,7,2014,grade
Lawrence,49,C+,C+,8,2014,grade
Lawrence,60,C-,C-,9,2014,grade
Lawrence,82,F,F,10,2014,grade
Lawrence,69,D+,D+,11,2014,grade
Lawrence,59,C-,C-,12,2014,grade
Lawrence,21,A-,A-,22,2014,grade
Lawrence,42,B-,B-,23,2014,grade
Los Angeles,74,D,D,1,2014,grade
Los Angeles,67,D+,D+,2,2014,grade
Los Angeles,62,C-,C-,6,2014,grade
Los Angeles,64,D+,D+,7,2014,grade
Los Angeles,65,D+,D+,8,2014,grade
Los Angeles,53,C,C,9,2014,grade
Los Angeles,70,D,D,10,2014,grade
Los Angeles,60,C-,C-,11,2014,grade
Los Angeles,54,C,C,12,2014,grade
Los Angeles,22,B+,B+,22,2014,grade
Los Angeles,64,D+,D+,23,2014,grade
Louisville,5,A+,A+,1,2014,grade
Louisville,8,A,A,2,2014,grade
Louisville,4,A+,A+,6,2014,grade
Louisville,13,A,A,7,2014,grade
Louisville,6,A+,A+,8,2014,grade
Louisville,12,A,A,9,2014,grade
Louisville,13,A,A,10,2014,grade
Louisville,3,A+,A+,11,2014,grade
Louisville,1,A+,A+,12,2014,grade
Louisville,7,A+,A+,22,2014,grade
Louisville,24,B+,B+,23,2014,grade
Madison,61,C-,C-,1,2014,grade
Madison,68,D+,D+,2,2014,grade
Madison,49,C+,C+,6,2014,grade
Madison,51,C,C,7,2014,grade
Madison,57,C-,C-,8,2014,grade
Madison,68,D+,D+,9,2014,grade
Madison,41,B-,B-,10,2014,grade
Madison,34,B,B,11,2014,grade
Madison,39,B-,B-,12,2014,grade
Madison,64,D+,D+,22,2014,grade
Madison,80,F,F,23,2014,grade
Miami,54,C,C,1,2014,grade
Miami,58,C-,C-,2,2014,grade
Miami,37,B-,B-,6,2014,grade
Miami,26,B+,B+,7,2014,grade
Miami,28,B+,B+,8,2014,grade
Miami,21,A-,A-,9,2014,grade
Miami,44,C+,C+,10,2014,grade
Miami,58,C-,C-,11,2014,grade
Miami,49,C+,C+,12,2014,grade
Miami,20,A-,A-,22,2014,grade
Miami,59,C-,C-,23,2014,grade
Milwaukee,43,C+,C+,1,2014,grade
Milwaukee,50,C,C,2,2014,grade
Milwaukee,40,B-,B-,6,2014,grade
Milwaukee,19,A-,A-,7,2014,grade
Milwaukee,26,B+,B+,8,2014,grade
Milwaukee,52,C,C,9,2014,grade
Milwaukee,53,C,C,10,2014,grade
Milwaukee,22,B+,B+,11,2014,grade
Milwaukee,38,B-,B-,12,2014,grade
Milwaukee,59,C-,C-,22,2014,grade
Milwaukee,13,A,A,23,2014,grade
Minneapolis,11,A,A,1,2014,grade
Minneapolis,9,A,A,2,2014,grade
Minneapolis,36,B-,B-,6,2014,grade
Minneapolis,32,B,B,7,2014,grade
Minneapolis,36,B-,B-,8,2014,grade
Minneapolis,49,C+,C+,9,2014,grade
Minneapolis,42,B-,B-,10,2014,grade
Minneapolis,24,B+,B+,11,2014,grade
Minneapolis,23,B+,B+,12,2014,grade
Minneapolis,45,C+,C+,22,2014,grade
Minneapolis,5,A+,A+,23,2014,grade
Nashville,9,A,A,1,2014,grade
Nashville,14,A,A,2,2014,grade
Nashville,30,B,B,6,2014,grade
Nashville,35,B,B,7,2014,grade
Nashville,19,A-,A-,8,2014,grade
Nashville,27,B+,B+,9,2014,grade
Nashville,33,B,B,10,2014,grade
Nashville,53,C,C,11,2014,grade
Nashville,31,B,B,12,2014,grade
Nashville,55,C,C,22,2014,grade
Nashville,38,B-,B-,23,2014,grade
New Haven,67,D+,D+,1,2014,grade
New Haven,48,C+,C+,2,2014,grade
New Haven,65,D+,D+,6,2014,grade
New Haven,45,C+,C+,7,2014,grade
New Haven,37,B-,B-,8,2014,grade
New Haven,56,C,C,9,2014,grade
New Haven,63,C-,C-,10,2014,grade
New Haven,74,D,D,11,2014,grade
New Haven,79,F,F,12,2014,grade
New Haven,51,C,C,22,2014,grade
New Haven,32,B,B,23,2014,grade
New Orleans,26,B+,B+,1,2014,grade
New Orleans,39,B-,B-,2,2014,grade
New Orleans,18,A-,A-,6,2014,grade
New Orleans,60,C-,C-,7,2014,grade
New Orleans,42,B-,B-,8,2014,grade
New Orleans,23,B+,B+,9,2014,grade
New Orleans,16,A-,A-,10,2014,grade
New Orleans,2,A+,A+,11,2014,grade
New Orleans,11,A,A,12,2014,grade
New Orleans,4,A+,A+,22,2014,grade
New Orleans,44,C+,C+,23,2014,grade
New York,47,C+,C+,1,2014,grade
New York,69,D+,D+,2,2014,grade
New York,20,A-,A-,6,2014,grade
New York,17,A-,A-,7,2014,grade
New York,24,B+,B+,8,2014,grade
New York,28,B+,B+,9,2014,grade
New York,43,C+,C+,10,2014,grade
New York,19,A-,A-,11,2014,grade
New York,21,A-,A-,12,2014,grade
New York,13,A,A,22,2014,grade
New York,20,A-,A-,23,2014,grade
Newark,75,D,D,1,2014,grade
Newark,70,D,D,2,2014,grade
Newark,50,C,C,6,2014,grade
Newark,54,C,C,7,2014,grade
Newark,58,C-,C-,8,2014,grade
Newark,58,C-,C-,9,2014,grade
Newark,58,C-,C-,10,2014,grade
Newark,26,B+,B+,11,2014,grade
Newark,35,B,B,12,2014,grade
Newark,50,C,C,22,2014,grade
Newark,71,D,D,23,2014,grade
Oakland,42,B-,B-,1,2014,grade
Oakland,41,B-,B-,2,2014,grade
Oakland,70,D,D,6,2014,grade
Oakland,72,D,D,7,2014,grade
Oakland,64,D+,D+,8,2014,grade
Oakland,70,D,D,9,2014,grade
Oakland,62,C-,C-,10,2014,grade
Oakland,72,D,D,11,2014,grade
Oakland,63,C-,C-,12,2014,grade
Oakland,12,A,A,22,2014,grade
Oakland,23,B+,B+,23,2014,grade
Oklahoma City,16,A-,A-,1,2014,grade
Oklahoma City,10,A,A,2,2014,grade
Oklahoma City,19,A-,A-,6,2014,grade
Oklahoma City,37,B-,B-,7,2014,grade
Oklahoma City,34,B,B,8,2014,grade
Oklahoma City,29,B,B,9,2014,grade
Oklahoma City,18,A-,A-,10,2014,grade
Oklahoma City,28,B+,B+,11,2014,grade
Oklahoma City,9,A,A,12,2014,grade
Oklahoma City,68,D+,D+,22,2014,grade
Oklahoma City,3,A+,A+,23,2014,grade
Orlando,13,A,A,1,2014,grade
Orlando,15,A-,A-,2,2014,grade
Orlando,6,A+,A+,6,2014,grade
Orlando,8,A,A,7,2014,grade
Orlando,18,A-,A-,8,2014,grade
Orlando,5,A+,A+,9,2014,grade
Orlando,6,A+,A+,10,2014,grade
Orlando,6,A+,A+,11,2014,grade
Orlando,4,A+,A+,12,2014,grade
Orlando,36,B-,B-,22,2014,grade
Orlando,28,B+,B+,23,2014,grade
Oxnard,76,F,F,1,2014,grade
Oxnard,80,F,F,2,2014,grade
Oxnard,82,F,F,6,2014,grade
Oxnard,82,F,F,7,2014,grade
Oxnard,81,F,F,8,2014,grade
Oxnard,80,F,F,9,2014,grade
Oxnard,72,D,D,10,2014,grade
Oxnard,82,F,F,11,2014,grade
Oxnard,77,F,F,12,2014,grade
Oxnard,69,D+,D+,22,2014,grade
Oxnard,67,D+,D+,23,2014,grade
Philadelphia,72,D,D,1,2014,grade
Philadelphia,62,C-,C-,2,2014,grade
Philadelphia,56,C,C,6,2014,grade
Philadelphia,61,C-,C-,7,2014,grade
Philadelphia,62,C-,C-,8,2014,grade
Philadelphia,60,C-,C-,9,2014,grade
Philadelphia,55,C,C,10,2014,grade
Philadelphia,48,C+,C+,11,2014,grade
Philadelphia,57,C-,C-,12,2014,grade
Philadelphia,60,C-,C-,22,2014,grade
Philadelphia,61,C-,C-,23,2014,grade
Phoenix,32,B,B,1,2014,grade
Phoenix,35,B,B,2,2014,grade
Phoenix,28,B+,B+,6,2014,grade
Phoenix,23,B+,B+,7,2014,grade
Phoenix,39,B-,B-,8,2014,grade
Phoenix,34,B,B,9,2014,grade
Phoenix,24,B+,B+,10,2014,grade
Phoenix,39,B-,B-,11,2014,grade
Phoenix,15,A-,A-,12,2014,grade
Phoenix,35,B,B,22,2014,grade
Phoenix,30,B,B,23,2014,grade
Pittsburgh,73,D,D,1,2014,grade
Pittsburgh,78,F,F,2,2014,grade
Pittsburgh,63,C-,C-,6,2014,grade
Pittsburgh,65,D+,D+,7,2014,grade
Pittsburgh,63,C-,C-,8,2014,grade
Pittsburgh,62,C-,C-,9,2014,grade
Pittsburgh,56,C,C,10,2014,grade
Pittsburgh,64,D+,D+,11,2014,grade
Pittsburgh,61,C-,C-,12,2014,grade
Pittsburgh,81,F,F,22,2014,grade
Pittsburgh,76,F,F,23,2014,grade
Port St. Lucie,63,C-,C-,1,2014,grade
Port St. Lucie,57,C-,C-,2,2014,grade
Port St. Lucie,43,C+,C+,6,2014,grade
Port St. Lucie,39,B-,B-,7,2014,grade
Port St. Lucie,20,A-,A-,8,2014,grade
Port St. Lucie,31,B,B,9,2014,grade
Port St. Lucie,50,C,C,10,2014,grade
Port St. Lucie,67,D+,D+,11,2014,grade
Port St. Lucie,46,C+,C+,12,2014,grade
Port St. Lucie,41,B-,B-,22,2014,grade
Port St. Lucie,12,A,A,23,2014,grade
Portland,41,B-,B-,1,2014,grade
Portland,30,B,B,2,2014,grade
Portland,61,C-,C-,6,2014,grade
Portland,69,D+,D+,7,2014,grade
Portland,69,D+,D+,8,2014,grade
Portland,55,C,C,9,2014,grade
Portland,49,C+,C+,10,2014,grade
Portland,59,C-,C-,11,2014,grade
Portland,67,D+,D+,12,2014,grade
Portland,65,D+,D+,22,2014,grade
Portland,36,B-,B-,23,2014,grade
Providence,81,F,F,1,2014,grade
Providence,81,F,F,2,2014,grade
Providence,66,D+,D+,6,2014,grade
Providence,66,D+,D+,7,2014,grade
Providence,68,D+,D+,8,2014,grade
Providence,76,F,F,9,2014,grade
Providence,64,D+,D+,10,2014,grade
Providence,44,C+,C+,11,2014,grade
Providence,51,C,C,12,2014,grade
Providence,79,F,F,22,2014,grade
Providence,64,D+,D+,23,2014,grade
Raleigh,19,A-,A-,1,2014,grade
Raleigh,16,A-,A-,2,2014,grade
Raleigh,42,B-,B-,6,2014,grade
Raleigh,49,C+,C+,7,2014,grade
Raleigh,30,B,B,8,2014,grade
Raleigh,48,C+,C+,9,2014,grade
Raleigh,22,B+,B+,10,2014,grade
Raleigh,45,C+,C+,11,2014,grade
Raleigh,36,B-,B-,12,2014,grade
Raleigh,58,C-,C-,22,2014,grade
Raleigh,27,B+,B+,23,2014,grade
Richmond,10,A,A,1,2014,grade
Richmond,6,A+,A+,2,2014,grade
Richmond,13,A,A,6,2014,grade
Richmond,27,B+,B+,7,2014,grade
Richmond,16,A-,A-,8,2014,grade
Richmond,22,B+,B+,9,2014,grade
Richmond,3,A+,A+,10,2014,grade
Richmond,7,A+,A+,11,2014,grade
Richmond,27,B+,B+,12,2014,grade
Richmond,15,A-,A-,22,2014,grade
Richmond,11,A,A,23,2014,grade
Riverside,71,D,D,1,2014,grade
Riverside,72,D,D,2,2014,grade
Riverside,74,D,D,6,2014,grade
Riverside,71,D,D,7,2014,grade
Riverside,74,D,D,8,2014,grade
Riverside,66,D+,D+,9,2014,grade
Riverside,67,D+,D+,10,2014,grade
Riverside,78,F,F,11,2014,grade
Riverside,69,D+,D+,12,2014,grade
Riverside,61,C-,C-,22,2014,grade
Riverside,78,F,F,23,2014,grade
Rochester,30,B,B,1,2014,grade
Rochester,5,A+,A+,2,2014,grade
Rochester,73,D,D,6,2014,grade
Rochester,62,C-,C-,7,2014,grade
Rochester,73,D,D,8,2014,grade
Rochester,75,D,D,9,2014,grade
Rochester,59,C-,C-,10,2014,grade
Rochester,66,D+,D+,11,2014,grade
Rochester,81,F,F,12,2014,grade
Rochester,75,D,D,22,2014,grade
Rochester,21,A-,A-,23,2014,grade
Sacramento,82,F,F,1,2014,grade
Sacramento,76,F,F,2,2014,grade
Sacramento,77,F,F,6,2014,grade
Sacramento,81,F,F,7,2014,grade
Sacramento,80,F,F,8,2014,grade
Sacramento,81,F,F,9,2014,grade
Sacramento,68,D+,D+,10,2014,grade
Sacramento,77,F,F,11,2014,grade
Sacramento,44,C+,C+,12,2014,grade
Sacramento,56,C,C,22,2014,grade
Sacramento,52,C,C,23,2014,grade
Salt Lake City,12,A,A,1,2014,grade
Salt Lake City,11,A,A,2,2014,grade
Salt Lake City,16,A-,A-,6,2014,grade
Salt Lake City,34,B,B,7,2014,grade
Salt Lake City,17,A-,A-,8,2014,grade
Salt Lake City,9,A,A,9,2014,grade
Salt Lake City,19,A-,A-,10,2014,grade
Salt Lake City,13,A,A,11,2014,grade
Salt Lake City,24,B+,B+,12,2014,grade
Salt Lake City,41,B-,B-,22,2014,grade
Salt Lake City,64,D+,D+,23,2014,grade
San Antonio,8,A,A,1,2014,grade
San Antonio,18,A-,A-,2,2014,grade
San Antonio,11,A,A,6,2014,grade
San Antonio,5,A+,A+,7,2014,grade
San Antonio,11,A,A,8,2014,grade
San Antonio,17,A-,A-,9,2014,grade
San Antonio,15,A-,A-,10,2014,grade
San Antonio,9,A,A,11,2014,grade
San Antonio,5,A+,A+,12,2014,grade
San Antonio,26,B+,B+,22,2014,grade
San Antonio,15,A-,A-,23,2014,grade
San Diego,78,F,F,1,2014,grade
San Diego,77,F,F,2,2014,grade
San Diego,71,D,D,6,2014,grade
San Diego,73,D,D,7,2014,grade
San Diego,71,D,D,8,2014,grade
San Diego,67,D+,D+,9,2014,grade
San Diego,61,C-,C-,10,2014,grade
San Diego,71,D,D,11,2014,grade
San Diego,65,D+,D+,12,2014,grade
San Diego,40,B-,B-,22,2014,grade
San Diego,39,B-,B-,23,2014,grade
San Francisco,60,C-,C-,1,2014,grade
San Francisco,63,C-,C-,2,2014,grade
San Francisco,68,D+,D+,6,2014,grade
San Francisco,67,D+,D+,7,2014,grade
San Francisco,70,D,D,8,2014,grade
San Francisco,72,D,D,9,2014,grade
San Francisco,73,D,D,10,2014,grade
San Francisco,43,C+,C+,11,2014,grade
San Francisco,70,D,D,12,2014,grade
San Francisco,37,B-,B-,22,2014,grade
San Francisco,31,B,B,23,2014,grade
San Jose,68,D+,D+,1,2014,grade
San Jose,73,D,D,2,2014,grade
San Jose,76,F,F,6,2014,grade
San Jose,78,F,F,7,2014,grade
San Jose,72,D,D,8,2014,grade
San Jose,74,D,D,9,2014,grade
San Jose,74,D,D,10,2014,grade
San Jose,79,F,F,11,2014,grade
San Jose,71,D,D,12,2014,grade
San Jose,23,B+,B+,22,2014,grade
San Jose,62,C-,C-,23,2014,grade
Santa Rosa,70,D,D,1,2014,grade
Santa Rosa,78,F,F,2,2014,grade
Santa Rosa,81,F,F,6,2014,grade
Santa Rosa,76,F,F,7,2014,grade
Santa Rosa,82,F,F,8,2014,grade
Santa Rosa,77,F,F,9,2014,grade
Santa Rosa,51,C,C,10,2014,grade
Santa Rosa,81,F,F,11,2014,grade
Santa Rosa,81,F,F,12,2014,grade
Santa Rosa,72,D,D,22,2014,grade
Santa Rosa,77,F,F,23,2014,grade
Seattle,38,B-,B-,1,2014,grade
Seattle,22,B+,B+,2,2014,grade
Seattle,53,C,C,6,2014,grade
Seattle,43,C+,C+,7,2014,grade
Seattle,66,D+,D+,8,2014,grade
Seattle,47,C+,C+,9,2014,grade
Seattle,36,B-,B-,10,2014,grade
Seattle,57,C-,C-,11,2014,grade
Seattle,66,D+,D+,12,2014,grade
Seattle,53,C,C,22,2014,grade
Seattle,14,A,A,23,2014,grade
St. Louis,51,C,C,1,2014,grade
St. Louis,42,B-,B-,2,2014,grade
St. Louis,47,C+,C+,6,2014,grade
St. Louis,45,C+,C+,7,2014,grade
St. Louis,60,C-,C-,8,2014,grade
St. Louis,49,C+,C+,9,2014,grade
St. Louis,45,C+,C+,10,2014,grade
St. Louis,31,B,B,11,2014,grade
St. Louis,32,B,B,12,2014,grade
St. Louis,62,C-,C-,22,2014,grade
St. Louis,53,C,C,23,2014,grade
Tacoma,53,C,C,1,2014,grade
Tacoma,23,B+,B+,2,2014,grade
Tacoma,48,C+,C+,6,2014,grade
Tacoma,21,A-,A-,7,2014,grade
Tacoma,46,C+,C+,8,2014,grade
Tacoma,38,B-,B-,9,2014,grade
Tacoma,57,C-,C-,10,2014,grade
Tacoma,53,C,C,11,2014,grade
Tacoma,53,C,C,12,2014,grade
Tacoma,17,A-,A-,22,2014,grade
Tacoma,16,A-,A-,23,2014,grade
Tampa,46,C+,C+,1,2014,grade
Tampa,44,C+,C+,2,2014,grade
Tampa,45,C+,C+,6,2014,grade
Tampa,55,C,C,7,2014,grade
Tampa,51,C,C,8,2014,grade
Tampa,33,B,B,9,2014,grade
Tampa,46,C+,C+,10,2014,grade
Tampa,51,C,C,11,2014,grade
Tampa,34,B,B,12,2014,grade
Tampa,44,C+,C+,22,2014,grade
Tampa,48,C+,C+,23,2014,grade
Tucson,56,C,C,1,2014,grade
Tucson,51,C,C,2,2014,grade
Tucson,64,D+,D+,6,2014,grade
Tucson,51,C,C,7,2014,grade
Tucson,61,C-,C-,8,2014,grade
Tucson,43,C+,C+,9,2014,grade
Tucson,54,C,C,10,2014,grade
Tucson,68,D+,D+,11,2014,grade
Tucson,80,F,F,12,2014,grade
Tucson,10,A,A,22,2014,grade
Tucson,79,F,F,23,2014,grade
Tulsa,25,B+,B+,1,2014,grade
Tulsa,34,B,B,2,2014,grade
Tulsa,33,B,B,6,2014,grade
Tulsa,57,C-,C-,7,2014,grade
Tulsa,47,C+,C+,8,2014,grade
Tulsa,26,B+,B+,9,2014,grade
Tulsa,28,B+,B+,10,2014,grade
Tulsa,40,B-,B-,11,2014,grade
Tulsa,14,A,A,12,2014,grade
Tulsa,78,F,F,22,2014,grade
Tulsa,48,C+,C+,23,2014,grade
Virginia Beach,20,A-,A-,1,2014,grade
Virginia Beach,26,B+,B+,2,2014,grade
Virginia Beach,7,A+,A+,6,2014,grade
Virginia Beach,3,A+,A+,7,2014,grade
Virginia Beach,3,A+,A+,8,2014,grade
Virginia Beach,14,A,A,9,2014,grade
Virginia Beach,4,A+,A+,10,2014,grade
Virginia Beach,20,A-,A-,11,2014,grade
Virginia Beach,6,A+,A+,12,2014,grade
Virginia Beach,28,B+,B+,22,2014,grade
Virginia Beach,17,A-,A-,23,2014,grade
Washington,18,A-,A-,1,2014,grade
Washington,24,B+,B+,2,2014,grade
Washington,25,B+,B+,6,2014,grade
Washington,25,B+,B+,7,2014,grade
Washington,14,A,A,8,2014,grade
Washington,35,B,B,9,2014,grade
Washington,32,B,B,10,2014,grade
Washington,38,B-,B-,11,2014,grade
Washington,43,C+,C+,12,2014,grade
Washington,18,A-,A-,22,2014,grade
Washington,9,A,A,23,2014,grade
West Palm Beach,40,B-,B-,1,2014,grade
West Palm Beach,38,B-,B-,2,2014,grade
West Palm Beach,38,B-,B-,6,2014,grade
West Palm Beach,28,B+,B+,7,2014,grade
West Palm Beach,44,C+,C+,8,2014,grade
West Palm Beach,11,A,A,9,2014,grade
West Palm Beach,26,B+,B+,10,2014,grade
West Palm Beach,42,B-,B-,11,2014,grade
West Palm Beach,74,D,D,12,2014,grade
West Palm Beach,11,A,A,22,2014,grade
West Palm Beach,45,C+,C+,23,2014,grade
Winston-Salem,27,B+,B+,1,2014,grade
Winston-Salem,53,C,C,2,2014,grade
Winston-Salem,10,A,A,6,2014,grade
Winston-Salem,1,A+,A+,7,2014,grade
Winston-Salem,2,A+,A+,8,2014,grade
Winston-Salem,4,A+,A+,9,2014,grade
Winston-Salem,12,A,A,10,2014,grade
Winston-Salem,32,B,B,11,2014,grade
Winston-Salem,25,B+,B+,12,2014,grade
Winston-Salem,66,D+,D+,22,2014,grade
Winston-Salem,7,A+,A+,23,2014,grade
Worcester,77,F,F,1,2014,grade
Worcester,74,D,D,2,2014,grade
Worcester,79,F,F,6,2014,grade
Worcester,74,D,D,7,2014,grade
Worcester,79,F,F,8,2014,grade
Worcester,82,F,F,9,2014,grade
Worcester,80,F,F,10,2014,grade
Worcester,75,D,D,11,2014,grade
Worcester,68,D+,D+,12,2014,grade
Worcester,77,F,F,22,2014,grade
Worcester,82,F,F,23,2014,grade
Manchester,1,A+,A+,1,2015,grade
Manchester,2,A+,A+,2,2015,grade
Manchester,3,A+,A+,6,2015,grade
Manchester,14,A-,A-,7,2015,grade
Manchester,19,A-,A-,8,2015,grade
Manchester,2,A+,A+,9,2015,grade
Manchester,1,A+,A+,10,2015,grade
Manchester,6,A,A,11,2015,grade
Manchester,5,A+,A+,12,2015,grade
Manchester,15,A-,A-,22,2015,grade
Manchester,28,B+,B+,23,2015,grade
Dallas,2,A+,A+,1,2015,grade
Dallas,7,A+,A+,2,2015,grade
Dallas,2,A+,A+,6,2015,grade
Dallas,4,A+,A+,7,2015,grade
Dallas,1,A+,A+,8,2015,grade
Dallas,3,A+,A+,9,2015,grade
Dallas,5,A+,A+,10,2015,grade
Dallas,4,A+,A+,11,2015,grade
Dallas,6,A+,A+,12,2015,grade
Dallas,20,B+,B+,22,2015,grade
Dallas,23,A-,A-,23,2015,grade
Richmond,3,A+,A+,1,2015,grade
Richmond,5,A+,A+,2,2015,grade
Richmond,7,A+,A+,6,2015,grade
Richmond,1,A+,A+,7,2015,grade
Richmond,7,A+,A+,8,2015,grade
Richmond,10,A+,A+,9,2015,grade
Richmond,8,A+,A+,10,2015,grade
Richmond,11,A,A,11,2015,grade
Richmond,19,A-,A-,12,2015,grade
Richmond,2,A+,A+,22,2015,grade
Richmond,4,A+,A+,23,2015,grade
