id,rank,value,grade,category,year,type
New York,30,B-,B-,10,2013,grade
New York,15,A-,A-,11,2013,grade
New York,27,B-,B-,12,2013,grade
New York,18,B+,B+,22,2013,grade
New York,6,A,A,23,2013,grade
Oklahoma City,18,B+,B+,1,2013,grade
Oklahoma City,20,B+,B+,2,2013,grade
Oklahoma City,2,A+,A+,6,2013,grade
Oklahoma City,4,A+,A+,7,2013,grade
Oklahoma City,2,A+,A+,8,2013,grade
Oklahoma City,1,A+,A+,9,2013,grade
Oklahoma City,2,A+,A+,10,2013,grade
Oklahoma City,4,A+,A+,11,2013,grade
Oklahoma City,4,A+,A+,12,2013,grade
Oklahoma City,3,A+,A+,22,2013,grade
Oklahoma City,30,B-,B-,23,2013,grade
Omaha,11,A-,A-,1,2013,grade
Omaha,43,C-,C-,2,2013,grade
Omaha,1,A+,A+,6,2013,grade
Omaha,1,A+,A+,7,2013,grade
Omaha,1,A+,A+,8,2013,grade
Omaha,5,A+,A+,9,2013,grade
Omaha,1,A+,A+,10,2013,grade
Omaha,1,A+,A+,11,2013,grade
Omaha,12,A-,A-,12,2013,grade
Omaha,54,F,F,22,2013,grade
Omaha,1,A+,A+,23,2013,grade
Orlando,40,C,C,1,2013,grade
Orlando,39,C,C,2,2013,grade
Orlando,33,C+,C+,6,2013,grade
Orlando,32,C+,C+,7,2013,grade
Orlando,34,C+,C+,8,2013,grade
Orlando,28,B-,B-,9,2013,grade
Orlando,27,B-,B-,10,2013,grade
Orlando,37,C,C,11,2013,grade
Orlando,38,C,C,12,2013,grade
Orlando,32,C+,C+,22,2013,grade
Orlando,52,D,D,23,2013,grade
Philadelphia,48,D+,D+,1,2013,grade
Philadelphia,48,D+,D+,2,2013,grade
Philadelphia,50,D,D,6,2013,grade
Philadelphia,47,D+,D+,7,2013,grade
Philadelphia,49,D+,D+,8,2013,grade
Philadelphia,44,C-,C-,9,2013,grade
Philadelphia,55,F,F,10,2013,grade
Philadelphia,39,C,C,11,2013,grade
Philadelphia,52,D,D,12,2013,grade
Philadelphia,37,C,C,22,2013,grade
Philadelphia,54,F,F,23,2013,grade
Phoenix,34,C+,C+,1,2013,grade
Phoenix,32,C+,C+,2,2013,grade
Phoenix,31,C+,C+,6,2013,grade
Phoenix,34,C+,C+,7,2013,grade
Phoenix,32,C+,C+,8,2013,grade
Phoenix,31,C+,C+,9,2013,grade
Phoenix,28,B-,B-,10,2013,grade
Phoenix,21,B,B,11,2013,grade
Phoenix,28,B-,B-,12,2013,grade
Phoenix,25,B,B,22,2013,grade
Phoenix,42,C-,C-,23,2013,grade
Portland,30,B-,B-,1,2013,grade
Portland,33,C+,C+,2,2013,grade
Portland,42,C-,C-,6,2013,grade
Portland,29,B-,B-,7,2013,grade
Portland,42,C-,C-,8,2013,grade
Portland,39,C,C,9,2013,grade
Portland,47,D+,D+,10,2013,grade
Portland,31,C+,C+,11,2013,grade
Portland,45,C-,C-,12,2013,grade
Portland,38,C,C,22,2013,grade
Portland,5,A+,A+,23,2013,grade
Raleigh,8,A,A,1,2013,grade
Raleigh,17,B+,B+,2,2013,grade
Raleigh,11,A-,A-,6,2013,grade
Raleigh,18,B+,B+,7,2013,grade
Raleigh,12,A-,A-,8,2013,grade
Raleigh,15,A-,A-,9,2013,grade
Raleigh,11,A-,A-,10,2013,grade
Raleigh,10,A,A,11,2013,grade
Raleigh,11,A,A,12,2013,grade
Raleigh,40,C,C,22,2013,grade
Raleigh,2,A+,A+,23,2013,grade
Durham,8,A,A,1,2013,grade
Durham,17,B+,B+,2,2013,grade
Durham,11,A-,A-,6,2013,grade
Durham,18,B+,B+,7,2013,grade
Durham,12,A-,A-,8,2013,grade
Durham,15,A-,A-,9,2013,grade
Durham,11,A-,A-,10,2013,grade
Durham,10,A,A,11,2013,grade
Durham,11,A,A,12,2013,grade
Durham,40,C,C,22,2013,grade
Durham,2,A+,A+,23,2013,grade
Sacramento,56,F,F,1,2013,grade
Sacramento,37,C,C,2,2013,grade
Sacramento,55,F,F,6,2013,grade
Sacramento,55,F,F,7,2013,grade
Sacramento,56,F,F,8,2013,grade
Sacramento,56,F,F,9,2013,grade
Sacramento,54,F,F,10,2013,grade
Sacramento,56,F,F,11,2013,grade
Sacramento,48,D+,D+,12,2013,grade
Sacramento,47,D+,D+,22,2013,grade
Sacramento,43,C-,C-,23,2013,grade
Salt Lake City,10,A,A,1,2013,grade
Salt Lake City,7,A,A,2,2013,grade
Salt Lake City,22,B,B,6,2013,grade
Salt Lake City,23,B,B,7,2013,grade
Salt Lake City,19,B+,B+,8,2013,grade
Salt Lake City,23,B,B,9,2013,grade
Salt Lake City,21,B,B,10,2013,grade
Salt Lake City,29,B-,B-,11,2013,grade
Salt Lake City,29,B-,B-,12,2013,grade
Salt Lake City,46,D+,D+,22,2013,grade
Salt Lake City,10,A,A,23,2013,grade
San Antonio,5,A+,A+,1,2013,grade
San Antonio,25,B,B,2,2013,grade
San Antonio,5,A+,A+,6,2013,grade
San Antonio,5,A+,A+,7,2013,grade
San Antonio,5,A+,A+,8,2013,grade
San Antonio,2,A+,A+,9,2013,grade
San Antonio,8,A,A,10,2013,grade
San Antonio,3,A+,A+,11,2013,grade
San Antonio,18,B+,B+,12,2013,grade
San Antonio,17,B+,B+,22,2013,grade
San Antonio,7,A,A,23,2013,grade
San Diego,54,F,F,1,2013,grade
San Diego,55,F,F,2,2013,grade
San Diego,54,F,F,6,2013,grade
San Diego,53,D,D,7,2013,grade
San Diego,53,D,D,8,2013,grade
San Diego,53,D,D,9,2013,grade
San Diego,52,D,D,10,2013,grade
San Diego,57,F,F,11,2013,grade
San Diego,54,F,F,12,2013,grade
San Diego,41,C-,C-,22,2013,grade
San Diego,37,C,C,23,2013,grade
San Francisco,41,C,C,1,2013,grade
San Francisco,36,C+,C+,2,2013,grade
San Francisco,49,D+,D+,6,2013,grade
San Francisco,41,C-,C-,7,2013,grade
San Francisco,51,D,D,8,2013,grade
San Francisco,50,D+,D+,9,2013,grade
San Francisco,48,D+,D+,10,2013,grade
San Francisco,43,C-,C-,11,2013,grade
San Francisco,53,D,D,12,2013,grade
San Francisco,44,C-,C-,22,2013,grade
San Francisco,16,B+,B+,23,2013,grade
San Jose,46,D+,D+,1,2013,grade
San Jose,51,D,D,2,2013,grade
San Jose,34,C+,C+,6,2013,grade
San Jose,27,B-,B-,7,2013,grade
San Jose,33,C+,C+,8,2013,grade
San Jose,36,C+,C+,9,2013,grade
San Jose,25,B,B,10,2013,grade
San Jose,38,C,C,11,2013,grade
San Jose,40,C,C,12,2013,grade
San Jose,16,B+,B+,22,2013,grade
San Jose,23,B,B,23,2013,grade
Seattle,28,B-,B-,1,2013,grade
Seattle,14,A-,A-,2,2013,grade
Seattle,37,C,C,6,2013,grade
Seattle,42,C-,C-,7,2013,grade
Seattle,39,C,C,8,2013,grade
Seattle,40,C,C,9,2013,grade
Seattle,32,C+,C+,10,2013,grade
Seattle,30,B-,B-,11,2013,grade
Seattle,44,C-,C-,12,2013,grade
Seattle,26,B,B,22,2013,grade
Seattle,35,C+,C+,23,2013,grade
Tucson,31,C+,C+,1,2013,grade
Tucson,15,A-,A-,2,2013,grade
Tucson,13,A-,A-,6,2013,grade
Tucson,12,A-,A-,7,2013,grade
Tucson,18,B+,B+,8,2013,grade
Tucson,3,A+,A+,9,2013,grade
Tucson,16,B+,B+,10,2013,grade
Tucson,12,A-,A-,11,2013,grade
Tucson,6,A,A,12,2013,grade
Tucson,4,A+,A+,22,2013,grade
Tucson,12,A-,A-,23,2013,grade
Virginia Beach,2,A+,A+,1,2013,grade
Virginia Beach,1,A+,A+,2,2013,grade
Virginia Beach,15,A-,A-,6,2013,grade
Virginia Beach,8,A,A,7,2013,grade
Virginia Beach,14,A-,A-,8,2013,grade
Virginia Beach,16,B+,B+,9,2013,grade
Virginia Beach,15,A-,A-,10,2013,grade
Virginia Beach,28,B-,B-,11,2013,grade
Virginia Beach,15,A-,A-,12,2013,grade
Virginia Beach,23,B,B,22,2013,grade
Virginia Beach,29,B-,B-,23,2013,grade
Washington,22,B,B,1,2013,grade
Washington,40,C,C,2,2013,grade
Washington,3,A+,A+,6,2013,grade
Washington,2,A+,A+,7,2013,grade
Washington,9,A,A,8,2013,grade
Washington,17,B+,B+,9,2013,grade
Washington,9,A,A,10,2013,grade
Washington,2,A+,A+,11,2013,grade
Washington,1,A+,A+,12,2013,grade
Washington,1,A+,A+,22,2013,grade
Washington,7,A,A,23,2013,grade
Cincinnati,55,F,F,1,2013,grade
Cincinnati,53,D,D,2,2013,grade
Cincinnati,36,C,C,6,2013,grade
Cincinnati,39,C,C,7,2013,grade
Cincinnati,40,C,C,8,2013,grade
Cincinnati,34,C+,C+,9,2013,grade
Cincinnati,42,C-,C-,10,2013,grade
Cincinnati,36,C,C,11,2013,grade
Cincinnati,25,B,B,12,2013,grade
Cincinnati,44,C-,C-,22,2013,grade
Cincinnati,55,F,F,23,2013,grade
Des Moines,19,B+,B+,1,2013,grade
Des Moines,34,C+,C+,2,2013,grade
Des Moines,24,B,B,6,2013,grade
Des Moines,29,B-,B-,7,2013,grade
Des Moines,46,D+,D+,8,2013,grade
Des Moines,5,A+,A+,9,2013,grade
Des Moines,6,A,A,10,2013,grade
Des Moines,45,C-,C-,11,2013,grade
Des Moines,49,D+,D+,12,2013,grade
Des Moines,50,D,D,22,2013,grade
Des Moines,56,F,F,23,2013,grade
Fort Lauderdale,39,C,C,1,2013,grade
Fort Lauderdale,38,C,C,2,2013,grade
Fort Lauderdale,21,B,B,6,2013,grade
Fort Lauderdale,19,B+,B+,7,2013,grade
Fort Lauderdale,20,B+,B+,8,2013,grade
Fort Lauderdale,14,A-,A-,9,2013,grade
Fort Lauderdale,38,C,C,10,2013,grade
Fort Lauderdale,20,B+,B+,11,2013,grade
Fort Lauderdale,21,B,B,12,2013,grade
Fort Lauderdale,8,A,A,22,2013,grade
Fort Lauderdale,37,C,C,23,2013,grade
Honolulu,50,D,D,1,2013,grade
Honolulu,54,F,F,2,2013,grade
Honolulu,56,F,F,6,2013,grade
Honolulu,56,F,F,7,2013,grade
Honolulu,55,F,F,8,2013,grade
Honolulu,55,F,F,9,2013,grade
Honolulu,57,F,F,10,2013,grade
Honolulu,47,D+,D+,11,2013,grade
Honolulu,56,F,F,12,2013,grade
Honolulu,28,B-,B-,22,2013,grade
Honolulu,53,D,D,23,2013,grade
Kansas City,14,A-,A-,1,2013,grade
Kansas City,16,A-,A-,2,2013,grade
Kansas City,19,B+,B+,6,2013,grade
Kansas City,20,B+,B+,7,2013,grade
Kansas City,36,C,C,8,2013,grade
Kansas City,24,B,B,9,2013,grade
Kansas City,14,A-,A-,10,2013,grade
Kansas City,16,B+,B+,11,2013,grade
Kansas City,13,A-,A-,12,2013,grade
Kansas City,28,B-,B-,22,2013,grade
Kansas City,47,D+,D+,23,2013,grade
Madison,21,B,B,1,2013,grade
Madison,8,A,A,2,2013,grade
Madison,51,D,D,6,2013,grade
Madison,50,D,D,7,2013,grade
Madison,54,F,F,8,2013,grade
Madison,46,C-,C-,9,2013,grade
Madison,40,C,C,10,2013,grade
Madison,52,D,D,11,2013,grade
Madison,51,D,D,12,2013,grade
Madison,12,A-,A-,22,2013,grade
Madison,50,D,D,23,2013,grade
New Orleans,44,C-,C-,1,2013,grade
New Orleans,42,C-,C-,2,2013,grade
New Orleans,46,D+,D+,6,2013,grade
New Orleans,45,C-,C-,7,2013,grade
New Orleans,25,B,B,8,2013,grade
New Orleans,37,C+,C+,9,2013,grade
New Orleans,51,D,D,10,2013,grade
New Orleans,51,D,D,11,2013,grade
New Orleans,47,D+,D+,12,2013,grade
New Orleans,55,F,F,22,2013,grade
New Orleans,13,A-,A-,23,2013,grade
Newark,57,F,F,1,2013,grade
Newark,57,F,F,2,2013,grade
Newark,57,F,F,6,2013,grade
Newark,57,F,F,7,2013,grade
Newark,57,F,F,8,2013,grade
Newark,57,F,F,9,2013,grade
Newark,56,F,F,10,2013,grade
Newark,55,F,F,11,2013,grade
Newark,57,F,F,12,2013,grade
Newark,53,D,D,22,2013,grade
Newark,44,C-,C-,23,2013,grade
Oakland,51,D,D,1,2013,grade
Oakland,45,C-,C-,2,2013,grade
Oakland,53,D,D,6,2013,grade
Oakland,54,F,F,7,2013,grade
Oakland,52,D,D,8,2013,grade
Oakland,51,D+,D+,9,2013,grade
Oakland,45,C-,C-,10,2013,grade
Oakland,54,F,F,11,2013,grade
Oakland,55,F,F,12,2013,grade
Oakland,48,D+,D+,22,2013,grade
Oakland,24,B,B,23,2013,grade
Pittsburgh,49,D+,D+,1,2013,grade
Pittsburgh,47,D+,D+,2,2013,grade
Pittsburgh,45,C-,C-,6,2013,grade
Pittsburgh,37,C,C,7,2013,grade
Pittsburgh,44,C-,C-,8,2013,grade
Pittsburgh,30,B-,B-,9,2013,grade
Pittsburgh,49,D+,D+,10,2013,grade
Pittsburgh,49,D+,D+,11,2013,grade
Pittsburgh,40,C,C,12,2013,grade
Pittsburgh,56,F,F,22,2013,grade
Pittsburgh,47,D+,D+,23,2013,grade
Richmond,16,B+,B+,1,2013,grade
Richmond,9,A,A,2,2013,grade
Richmond,8,A,A,6,2013,grade
Richmond,5,A+,A+,7,2013,grade
Richmond,13,A-,A-,8,2013,grade
Richmond,21,B,B,9,2013,grade
Richmond,4,A+,A+,10,2013,grade
Richmond,6,A,A,11,2013,grade
Richmond,8,A,A,12,2013,grade
Richmond,52,D,D,22,2013,grade
Richmond,51,D,D,23,2013,grade
Rochester,27,B-,B-,1,2013,grade
Rochester,10,A,A,2,2013,grade
Rochester,48,D+,D+,6,2013,grade
Rochester,48,D+,D+,7,2013,grade
Rochester,45,C-,C-,8,2013,grade
Rochester,49,D+,D+,9,2013,grade
Rochester,50,D,D,10,2013,grade
Rochester,50,D,D,11,2013,grade
Rochester,36,C,C,12,2013,grade
Rochester,28,B-,B-,22,2013,grade
Rochester,25,B,B,23,2013,grade
St. Louis,25,B,B,1,2013,grade
St. Louis,28,B-,B-,2,2013,grade
St. Louis,20,B+,B+,6,2013,grade
St. Louis,13,A-,A-,7,2013,grade
St. Louis,16,B+,B+,8,2013,grade
St. Louis,20,B+,B+,9,2013,grade
St. Louis,43,C-,C-,10,2013,grade
St. Louis,19,B+,B+,11,2013,grade
St. Louis,19,B+,B+,12,2013,grade
St. Louis,23,B,B,22,2013,grade
St. Louis,28,B-,B-,23,2013,grade
Tacoma,42,C-,C-,1,2013,grade
Tacoma,31,C+,C+,2,2013,grade
Tacoma,47,D+,D+,6,2013,grade
Tacoma,49,D+,D+,7,2013,grade
Tacoma,47,D+,D+,8,2013,grade
Tacoma,43,C-,C-,9,2013,grade
Tacoma,33,C+,C+,10,2013,grade
Tacoma,53,D,D,11,2013,grade
Tacoma,46,D+,D+,12,2013,grade
Tacoma,28,B-,B-,22,2013,grade
Tacoma,36,C,C,23,2013,grade
Tampa,38,C,C,1,2013,grade
Tampa,27,B-,B-,2,2013,grade
Tampa,23,B,B,6,2013,grade
Tampa,31,C+,C+,7,2013,grade
Tampa,29,B-,B-,8,2013,grade
Tampa,19,B+,B+,9,2013,grade
Tampa,26,B-,B-,10,2013,grade
Tampa,27,B-,B-,11,2013,grade
Tampa,31,C+,C+,12,2013,grade
Tampa,34,C+,C+,22,2013,grade
Tampa,25,B,B,23,2013,grade
Tulsa,47,D+,D+,1,2013,grade
Tulsa,56,F,F,2,2013,grade
Tulsa,41,C-,C-,6,2013,grade
Tulsa,51,D,D,7,2013,grade
Tulsa,43,C-,C-,8,2013,grade
Tulsa,54,F,F,9,2013,grade
Tulsa,35,C+,C+,10,2013,grade
Tulsa,34,C+,C+,11,2013,grade
Tulsa,10,A,A,12,2013,grade
Tulsa,57,F,F,22,2013,grade
Tulsa,49,D+,D+,23,2013,grade
Wichita,29,B-,B-,1,2013,grade
Wichita,26,B-,B-,2,2013,grade
Wichita,39,C,C,6,2013,grade
Wichita,44,C-,C-,7,2013,grade
Wichita,26,B-,B-,8,2013,grade
Wichita,47,D+,D+,9,2013,grade
Wichita,38,C,C,10,2013,grade
Wichita,23,B,B,11,2013,grade
Wichita,40,C,C,12,2013,grade
Wichita,42,C-,C-,22,2013,grade
Wichita,57,F,F,23,2013,grade
Winston-Salem,32,C+,C+,1,2013,grade
Winston-Salem,18,B+,B+,2,2013,grade
Winston-Salem,18,B+,B+,6,2013,grade
Winston-Salem,10,A,A,7,2013,grade
Winston-Salem,11,A-,A-,8,2013,grade
Winston-Salem,26,B-,B-,9,2013,grade
Winston-Salem,12,A-,A-,10,2013,grade
Winston-Salem,39,C,C,11,2013,grade
Winston-Salem,32,C+,C+,12,2013,grade
Winston-Salem,36,C,C,22,2013,grade
Winston-Salem,16,B+,B+,23,2013,grade
Akron,48,C+,C+,1,2014,grade
Akron,45,C+,C+,2,2014,grade
Akron,52,C,C,6,2014,grade
Akron,20,A-,A-,7,2014,grade
Akron,52,C,C,8,2014,grade
Akron,59,C-,C-,9,2014,grade
Akron,64,D+,D+,10,2014,grade
Akron,53,C,C,11,2014,grade
Akron,47,C+,C+,12,2014,grade
Akron,74,D,D,22,2014,grade
Akron,81,F,F,23,2014,grade
Albany,55,C,C,1,2014,grade
Albany,13,A,A,2,2014,grade
Albany,54,C,C,6,2014,grade
Albany,56,C,C,7,2014,grade
Albany,55,C,C,8,2014,grade
Albany,71,D,D,9,2014,grade
Albany,75,D,D,10,2014,grade
Albany,33,B,B,11,2014,grade
Albany,37,B-,B-,12,2014,grade
Albany,52,C,C,22,2014,grade
Albany,21,A-,A-,23,2014,grade
Albuquerque,50,C,C,1,2014,grade
Albuquerque,40,B-,B-,2,2014,grade
Albuquerque,17,A-,A-,6,2014,grade
Albuquerque,30,B,B,7,2014,grade
Albuquerque,48,C+,C+,8,2014,grade
Albuquerque,30,B,B,9,2014,grade
Albuquerque,10,A,A,10,2014,grade
Albuquerque,5,A+,A+,11,2014,grade
Albuquerque,19,A-,A-,12,2014,grade
Albuquerque,5,A+,A+,22,2014,grade
Albuquerque,55,C,C,23,2014,grade
Anaheim,65,D+,D+,1,2014,grade
Anaheim,61,C-,C-,2,2014,grade
Anaheim,75,D,D,6,2014,grade
Anaheim,80,F,F,7,2014,grade
Anaheim,76,F,F,8,2014,grade
Anaheim,73,D,D,9,2014,grade
Anaheim,71,D,D,10,2014,grade
Anaheim,73,D,D,11,2014,grade
Anaheim,55,C,C,12,2014,grade
Anaheim,46,C+,C+,22,2014,grade
Anaheim,60,C-,C-,23,2014,grade
Asheville,44,C+,C+,1,2014,grade
Asheville,64,D+,D+,2,2014,grade
Asheville,51,C,C,6,2014,grade
Asheville,75,D,D,7,2014,grade
Asheville,32,B,B,8,2014,grade
Asheville,65,D+,D+,9,2014,grade
Asheville,37,B-,B-,10,2014,grade
Asheville,52,C,C,11,2014,grade
Asheville,39,B-,B-,12,2014,grade
Asheville,30,B,B,22,2014,grade
Asheville,67,D+,D+,23,2014,grade
Atlanta,21,A-,A-,1,2014,grade
Atlanta,28,B+,B+,2,2014,grade
Atlanta,29,B,B,6,2014,grade
Atlanta,42,B-,B-,7,2014,grade
Atlanta,38,B-,B-,8,2014,grade
Atlanta,32,B,B,9,2014,grade
Atlanta,35,B,B,10,2014,grade
Atlanta,25,B+,B+,11,2014,grade
Atlanta,20,A-,A-,12,2014,grade
Atlanta,34,B,B,22,2014,grade
Atlanta,47,C+,C+,23,2014,grade
Austin,4,A+,A+,1,2014,grade
Austin,12,A,A,2,2014,grade
Austin,2,A+,A+,6,2014,grade
Austin,2,A+,A+,7,2014,grade
Austin,1,A+,A+,8,2014,grade
Austin,1,A+,A+,9,2014,grade
Austin,5,A+,A+,10,2014,grade
Austin,14,A,A,11,2014,grade
Austin,10,A,A,12,2014,grade
Austin,16,A-,A-,22,2014,grade
Austin,4,A+,A+,23,2014,grade
Baltimore,57,C-,C-,1,2014,grade
Baltimore,47,C+,C+,2,2014,grade
Baltimore,60,C-,C-,6,2014,grade
Baltimore,59,C-,C-,7,2014,grade
Baltimore,45,C+,C+,8,2014,grade
Baltimore,69,D+,D+,9,2014,grade
Baltimore,69,D+,D+,10,2014,grade
Baltimore,50,C,C,11,2014,grade
Baltimore,72,D,D,12,2014,grade
Baltimore,31,B,B,22,2014,grade
Baltimore,32,B,B,23,2014,grade
Boise,2,A+,A+,1,2014,grade
Boise,1,A+,A+,2,2014,grade
Boise,12,A,A,6,2014,grade
Boise,11,A,A,7,2014,grade
Boise,8,A,A,8,2014,grade
Boise,10,A,A,9,2014,grade
Boise,2,A+,A+,10,2014,grade
Boise,15,A-,A-,11,2014,grade
Boise,32,B,B,12,2014,grade
Boise,54,C,C,22,2014,grade
Boise,7,A+,A+,23,2014,grade
Boston,45,C+,C+,1,2014,grade
Boston,55,C,C,2,2014,grade
Boston,57,C-,C-,6,2014,grade
Boston,48,C+,C+,7,2014,grade
Boston,54,C,C,8,2014,grade
Boston,54,C,C,9,2014,grade
Boston,60,C-,C-,10,2014,grade
Boston,64,D+,D+,11,2014,grade
Boston,73,D,D,12,2014,grade
Boston,9,A,A,22,2014,grade
Boston,29,B,B,23,2014,grade
Bridgeport,79,F,F,1,2014,grade
Bridgeport,75,D,D,2,2014,grade
Bridgeport,78,F,F,6,2014,grade
Bridgeport,79,F,F,7,2014,grade
Bridgeport,78,F,F,8,2014,grade
Bridgeport,64,D+,D+,9,2014,grade
Bridgeport,79,F,F,10,2014,grade
Bridgeport,76,F,F,11,2014,grade
Bridgeport,75,D,D,12,2014,grade
Bridgeport,6,A+,A+,22,2014,grade
Bridgeport,24,B+,B+,23,2014,grade
Buffalo,80,F,F,1,2014,grade
Buffalo,82,F,F,2,2014,grade
Buffalo,69,D+,D+,6,2014,grade
Buffalo,22,B+,B+,7,2014,grade
Buffalo,77,F,F,8,2014,grade
Buffalo,78,F,F,9,2014,grade
Buffalo,77,F,F,10,2014,grade
Buffalo,56,C,C,11,2014,grade
Buffalo,62,C-,C-,12,2014,grade
Buffalo,82,F,F,22,2014,grade
Buffalo,32,B,B,23,2014,grade
Camden,62,C-,C-,1,2014,grade
Camden,37,B-,B-,2,2014,grade
Camden,55,C,C,6,2014,grade
Camden,40,B-,B-,7,2014,grade
Camden,50,C,C,8,2014,grade
Camden,51,C,C,9,2014,grade
Camden,52,C,C,10,2014,grade
Camden,63,C-,C-,11,2014,grade
Camden,76,F,F,12,2014,grade
Camden,19,A-,A-,22,2014,grade
Camden,50,C,C,23,2014,grade
Cape Coral,59,C-,C-,1,2014,grade
Cape Coral,59,C-,C-,2,2014,grade
Cape Coral,58,C-,C-,6,2014,grade
Cape Coral,58,C-,C-,7,2014,grade
Cape Coral,53,C,C,8,2014,grade
Cape Coral,46,C+,C+,9,2014,grade
Cape Coral,76,F,F,10,2014,grade
Cape Coral,62,C-,C-,11,2014,grade
Cape Coral,58,C-,C-,12,2014,grade
Cape Coral,32,B,B,22,2014,grade
Cape Coral,73,D,D,23,2014,grade
Charleston,34,B,B,1,2014,grade
Charleston,51,C,C,2,2014,grade
Charleston,24,B+,B+,6,2014,grade
Charleston,9,A,A,7,2014,grade
Charleston,22,B+,B+,8,2014,grade
Charleston,25,B+,B+,9,2014,grade
Charleston,48,C+,C+,10,2014,grade
Charleston,37,B-,B-,11,2014,grade
Charleston,50,C,C,12,2014,grade
Charleston,27,B+,B+,22,2014,grade
Charleston,74,D,D,23,2014,grade
Charlotte,14,A,A,1,2014,grade
Charlotte,17,A-,A-,2,2014,grade
Charlotte,15,A-,A-,6,2014,grade
Charlotte,12,A,A,7,2014,grade
Charlotte,9,A,A,8,2014,grade
Charlotte,19,A-,A-,9,2014,grade
Charlotte,20,A-,A-,10,2014,grade
Charlotte,12,A,A,11,2014,grade
Charlotte,18,A-,A-,12,2014,grade
Charlotte,33,B,B,22,2014,grade
Charlotte,40,B-,B-,23,2014,grade
Chicago,66,D+,D+,1,2014,grade
Chicago,65,D+,D+,2,2014,grade
Chicago,59,C-,C-,6,2014,grade
Chicago,50,C,C,7,2014,grade
Chicago,59,C-,C-,8,2014,grade
Chicago,62,C-,C-,9,2014,grade
Chicago,64,D+,D+,10,2014,grade
Chicago,47,C+,C+,11,2014,grade
Chicago,60,C-,C-,12,2014,grade
Chicago,49,C+,C+,22,2014,grade
Chicago,58,C-,C-,23,2014,grade
Cincinnati,49,C+,C+,1,2014,grade
Cincinnati,54,C,C,2,2014,grade
Cincinnati,39,B-,B-,6,2014,grade
Cincinnati,38,B-,B-,7,2014,grade
Cincinnati,41,B-,B-,8,2014,grade
Cincinnati,44,C+,C+,9,2014,grade
Cincinnati,34,B,B,10,2014,grade
Cincinnati,30,B,B,11,2014,grade
Cincinnati,42,B-,B-,12,2014,grade
Cincinnati,73,D,D,22,2014,grade
Cincinnati,72,D,D,23,2014,grade
Cleveland,39,B-,B-,1,2014,grade
Cleveland,43,C+,C+,2,2014,grade
Cleveland,27,B+,B+,6,2014,grade
Cleveland,18,A-,A-,7,2014,grade
Cleveland,21,A-,A-,8,2014,grade
Cleveland,40,B-,B-,9,2014,grade
Cleveland,38,B-,B-,10,2014,grade
Cleveland,29,B,B,11,2014,grade
Cleveland,28,B+,B+,12,2014,grade
Cleveland,57,C-,C-,22,2014,grade
Cleveland,56,C,C,23,2014,grade
Colorado Springs,1,A+,A+,1,2014,grade
Colorado Springs,3,A+,A+,2,2014,grade
Colorado Springs,1,A+,A+,6,2014,grade
Colorado Springs,9,A,A,7,2014,grade
Colorado Springs,13,A,A,8,2014,grade
Colorado Springs,6,A+,A+,9,2014,grade
Colorado Springs,1,A+,A+,10,2014,grade
Colorado Springs,1,A+,A+,11,2014,grade
Colorado Springs,3,A+,A+,12,2014,grade
Colorado Springs,8,A,A,22,2014,grade
Colorado Springs,6,A+,A+,23,2014,grade
Columbia,15,A-,A-,1,2014,grade
Columbia,7,A+,A+,2,2014,grade
Columbia,35,B,B,6,2014,grade
Columbia,29,B,B,7,2014,grade
Columbia,43,C+,C+,8,2014,grade
Columbia,45,C+,C+,9,2014,grade
Columbia,40,B-,B-,10,2014,grade
Columbia,17,A-,A-,11,2014,grade
Columbia,30,B,B,12,2014,grade
Columbia,70,D,D,22,2014,grade
Columbia,53,C,C,23,2014,grade
Columbus,31,B,B,1,2014,grade
Columbus,32,B,B,2,2014,grade
Columbus,21,A-,A-,6,2014,grade
Columbus,33,B,B,7,2014,grade
Columbus,29,B,B,8,2014,grade
Columbus,18,A-,A-,9,2014,grade
Columbus,17,A-,A-,10,2014,grade
Columbus,34,B,B,11,2014,grade
Columbus,26,B+,B+,12,2014,grade
Columbus,37,B-,B-,22,2014,grade
Columbus,1,A+,A+,23,2014,grade
Dallas,6,A+,A+,1,2014,grade
Dallas,4,A+,A+,2,2014,grade
Dallas,8,A,A,6,2014,grade
Dallas,6,A+,A+,7,2014,grade
Dallas,5,A+,A+,8,2014,grade
Dallas,3,A+,A+,9,2014,grade
Dallas,14,A,A,10,2014,grade
Dallas,10,A,A,11,2014,grade
Dallas,12,A,A,12,2014,grade
Dallas,25,B+,B+,22,2014,grade
Dallas,51,C,C,23,2014,grade
Dayton,17,A-,A-,1,2014,grade
Dayton,36,B-,B-,2,2014,grade
Dayton,44,C+,C+,6,2014,grade
Dayton,63,C-,C-,7,2014,grade
Dayton,23,B+,B+,8,2014,grade
Dayton,15,A-,A-,9,2014,grade
Dayton,30,B,B,10,2014,grade
Dayton,61,C-,C-,11,2014,grade
Dayton,56,C,C,12,2014,grade
Dayton,63,C-,C-,22,2014,grade
Dayton,10,A,A,23,2014,grade
Denver,28,B+,B+,1,2014,grade
Denver,27,B+,B+,2,2014,grade
Denver,46,C+,C+,6,2014,grade
Denver,44,C+,C+,7,2014,grade
Denver,56,C,C,8,2014,grade
Denver,42,B-,B-,9,2014,grade
Denver,27,B+,B+,10,2014,grade
